"Class","Length","Width","filename","date","lens","meso","block","treatment_n","nutrients.P1","pesticides.P1","nutrients.P2","pesticides.P2","Taxa"
"cyclopoida",1403.8368,365.9808,"s42_01_06_22_2x_cl_data.csv","01/06/2022","x2",42,3,14,"yes","yes","yes","no","cyclopoida"
"nauplius_abun",249.4496,151.1264,"s42_01_06_22_2x_cl_data.csv","01/06/2022","x2",42,3,14,"yes","yes","yes","no","nauplius"
"alona_abun",398.7552,307.7152,"s42_01_06_22_2x_cl_data.csv","01/06/2022","x2",42,3,14,"yes","yes","yes","no","alona"
"nauplius",260.3744,216.6752,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","nauplius"
"nauplius",238.5248,183.9008,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","nauplius"
"cyclopoida",690.0832,176.6176,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","cyclopoida"
"scapholeberis",883.088,595.4016,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","scapholeberis"
"scapholeberis",810.256,548.0608,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","scapholeberis"
"nauplius_abun",256.7328,125.6352,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","nauplius"
"nauplius_abun",271.2992,136.56,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","nauplius"
"nauplius_abun",333.2064,256.7328,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","nauplius"
"scapholeberis_abun",1389.2704,591.76,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","scapholeberis"
"scapholeberis_abun",861.2384,540.7776,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","scapholeberis"
"scapholeberis_abun",650.0256,347.7728,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","scapholeberis"
"scapholeberis_abun",1181.6992,711.9328,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","scapholeberis"
"scapholeberis_abun",708.2912,544.4192,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","scapholeberis"
"scapholeberis_abun",697.3664,511.6448,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","scapholeberis"
"scapholeberis_abun",730.1408,402.3968,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","scapholeberis"
"daphnia_abun",1159.8496,697.3664,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","daphnia"
"alona_abun",355.056,245.808,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","alona"
"alona_abun",278.5824,176.6176,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","alona"
"alona_abun",395.1136,234.8832,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","alona"
"alona_abun",344.1312,223.9584,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","alona"
"alona_abun",300.432,198.4672,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","alona"
"alona_abun",384.1888,256.7328,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","alona"
"alona_abun",511.6448,234.8832,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","alona"
"chydorus",438.8128,369.6224,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","chydorus"
"chydorus_abun",1553.1424,373.264,"s44_01_06_22_2x_cl_data.csv","01/06/2022","x2",44,3,8,"no","yes","yes","no","chydorus"
"scapholeberis",937.712,460.6624,"s45_01_06_22_2x_cl_data.csv","01/06/2022","x2",45,3,2,"no","yes","no","yes","scapholeberis"
"scapholeberis",919.504,580.8352,"s45_01_06_22_2x_cl_data.csv","01/06/2022","x2",45,3,2,"no","yes","no","yes","scapholeberis"
"scapholeberis",558.9856,274.9408,"s45_01_06_22_2x_cl_data.csv","01/06/2022","x2",45,3,2,"no","yes","no","yes","scapholeberis"
"scapholeberis",890.3712,464.304,"s45_01_06_22_2x_cl_data.csv","01/06/2022","x2",45,3,2,"no","yes","no","yes","scapholeberis"
"scapholeberis",1065.168,602.6848,"s45_01_06_22_2x_cl_data.csv","01/06/2022","x2",45,3,2,"no","yes","no","yes","scapholeberis"
"scapholeberis",540.7776,289.5072,"s45_01_06_22_2x_cl_data.csv","01/06/2022","x2",45,3,2,"no","yes","no","yes","scapholeberis"
"scapholeberis",952.2784,489.7952,"s45_01_06_22_2x_cl_data.csv","01/06/2022","x2",45,3,2,"no","yes","no","yes","scapholeberis"
"scapholeberis",839.3888,558.9856,"s45_01_06_22_2x_cl_data.csv","01/06/2022","x2",45,3,2,"no","yes","no","yes","scapholeberis"
"scapholeberis_abun",708.2912,526.2112,"s45_01_06_22_2x_cl_data.csv","01/06/2022","x2",45,3,2,"no","yes","no","yes","scapholeberis"
"scapholeberis_abun",660.9504,249.4496,"s45_01_06_22_2x_cl_data.csv","01/06/2022","x2",45,3,2,"no","yes","no","yes","scapholeberis"
"scapholeberis_abun",529.8528,278.5824,"s45_01_06_22_2x_cl_data.csv","01/06/2022","x2",45,3,2,"no","yes","no","yes","scapholeberis"
"scapholeberis_abun",864.88,493.4368,"s45_01_06_22_2x_cl_data.csv","01/06/2022","x2",45,3,2,"no","yes","no","yes","scapholeberis"
"scapholeberis_abun",711.9328,464.304,"s45_01_06_22_2x_cl_data.csv","01/06/2022","x2",45,3,2,"no","yes","no","yes","scapholeberis"
"scapholeberis_abun",715.5744,242.1664,"s45_01_06_22_2x_cl_data.csv","01/06/2022","x2",45,3,2,"no","yes","no","yes","scapholeberis"
"scapholeberis_abun",537.136,380.5472,"s45_01_06_22_2x_cl_data.csv","01/06/2022","x2",45,3,2,"no","yes","no","yes","scapholeberis"
"nauplius",158.4096,111.0688,"s46_01_06_22_2x_cl_data.csv","01/06/2022","x2",46,3,3,"yes","no","yes","no","nauplius"
"alona",406.0384,322.2816,"s46_01_06_22_2x_cl_data.csv","01/06/2022","x2",46,3,3,"yes","no","yes","no","alona"
"alona",380.5472,271.2992,"s46_01_06_22_2x_cl_data.csv","01/06/2022","x2",46,3,3,"yes","no","yes","no","alona"
"scapholeberis",686.4416,453.3792,"s46_01_06_22_2x_cl_data.csv","01/06/2022","x2",46,3,3,"yes","no","yes","no","scapholeberis"
"scapholeberis_abun",868.5216,435.1712,"s46_01_06_22_2x_cl_data.csv","01/06/2022","x2",46,3,3,"yes","no","yes","no","scapholeberis"
"scapholeberis_abun",897.6544,544.4192,"s46_01_06_22_2x_cl_data.csv","01/06/2022","x2",46,3,3,"yes","no","yes","no","scapholeberis"
"scapholeberis_abun",912.2208,595.4016,"s46_01_06_22_2x_cl_data.csv","01/06/2022","x2",46,3,3,"yes","no","yes","no","scapholeberis"
"scapholeberis_abun",955.92,577.1936,"s46_01_06_22_2x_cl_data.csv","01/06/2022","x2",46,3,3,"yes","no","yes","no","scapholeberis"
"scapholeberis_abun",802.9728,653.6672,"s46_01_06_22_2x_cl_data.csv","01/06/2022","x2",46,3,3,"yes","no","yes","no","scapholeberis"
"scapholeberis_abun",642.7424,424.2464,"s46_01_06_22_2x_cl_data.csv","01/06/2022","x2",46,3,3,"yes","no","yes","no","scapholeberis"
"alona_abun",406.0384,289.5072,"s46_01_06_22_2x_cl_data.csv","01/06/2022","x2",46,3,3,"yes","no","yes","no","alona"
"alona_abun",406.0384,278.5824,"s46_01_06_22_2x_cl_data.csv","01/06/2022","x2",46,3,3,"yes","no","yes","no","alona"
"alona_abun",304.0736,264.016,"s46_01_06_22_2x_cl_data.csv","01/06/2022","x2",46,3,3,"yes","no","yes","no","alona"
"alona_abun",424.2464,300.432,"s46_01_06_22_2x_cl_data.csv","01/06/2022","x2",46,3,3,"yes","no","yes","no","alona"
"scapholeberis",963.2032,537.136,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis",934.0704,566.2688,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis",857.5968,548.0608,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis",806.6144,500.72,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis",577.1936,322.2816,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis",548.0608,307.7152,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis",944.9952,457.0208,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis",529.8528,311.3568,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis",664.592,442.4544,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis_abun",497.0784,362.3392,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis_abun",406.0384,325.9232,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis_abun",562.6272,362.3392,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis_abun",650.0256,515.2864,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis_abun",1771.6384,1014.1856,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis_abun",802.9728,457.0208,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis_abun",992.336,660.9504,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis_abun",653.6672,449.7376,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis_abun",686.4416,427.888,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis_abun",555.344,278.5824,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis_abun",606.3264,478.8704,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis_abun",730.1408,497.0784,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis_abun",741.0656,424.2464,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis_abun",679.1584,588.1184,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"scapholeberis_abun",963.2032,664.592,"s47_01_06_22_2x_cl_data.csv","01/06/2022","x2",47,3,13,"no","no","yes","yes","scapholeberis"
"nauplius",136.56,118.352,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","nauplius"
"scapholeberis",806.6144,413.3216,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","scapholeberis"
"scapholeberis",566.2688,314.9984,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","scapholeberis"
"scapholeberis",977.7696,639.1008,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","scapholeberis"
"scapholeberis",839.3888,402.3968,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","scapholeberis"
"nauplius_abun",249.4496,147.4848,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","nauplius"
"nauplius_abun",234.8832,165.6928,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","nauplius"
"nauplius_abun",755.632,231.2416,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","nauplius"
"nauplius_abun",143.8432,103.7856,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","nauplius"
"nauplius_abun",172.976,100.144,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","nauplius"
"nauplius_abun",143.8432,129.2768,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","nauplius"
"scapholeberis_abun",529.8528,260.3744,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","scapholeberis"
"scapholeberis_abun",934.0704,620.8928,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","scapholeberis"
"scapholeberis_abun",500.72,260.3744,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","scapholeberis"
"scapholeberis_abun",759.2736,595.4016,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","scapholeberis"
"scapholeberis_abun",1250.8896,573.552,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","scapholeberis"
"scapholeberis_abun",1050.6016,770.1984,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","scapholeberis"
"scapholeberis_abun",624.5344,289.5072,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","scapholeberis"
"scapholeberis_abun",599.0432,322.2816,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","scapholeberis"
"alona_abun",395.1136,340.4896,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","alona"
"alona_abun",395.1136,278.5824,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","alona"
"ephippia",733.7824,617.2512,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","ephippia"
"ephippia",904.9376,617.2512,"s48_01_06_22_2x_cl_data.csv","01/06/2022","x2",48,3,16,"yes","yes","no","no","ephippia"
"nauplius",216.6752,162.0512,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","nauplius"
"daphnia",1793.488,762.9152,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","daphnia"
"daphnia",2317.8784,1316.4384,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","daphnia"
"daphnia",1585.9168,697.3664,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","daphnia"
"daphnia",1604.1248,919.504,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","daphnia"
"daphnia",1979.2096,1236.3232,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","daphnia"
"daphnia",1713.3728,1036.0352,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","daphnia"
"scapholeberis",540.7776,289.5072,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","scapholeberis"
"scapholeberis",686.4416,424.2464,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","scapholeberis"
"scapholeberis",864.88,442.4544,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","scapholeberis"
"nauplius_abun",223.9584,140.2016,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","nauplius"
"scapholeberis_abun",1666.032,628.176,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","scapholeberis"
"scapholeberis_abun",682.8,376.9056,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","scapholeberis"
"daphnia_abun",788.4064,558.9856,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","daphnia"
"daphnia_abun",3647.0624,1327.3632,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","daphnia"
"daphnia_abun",1829.904,1341.9296,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","daphnia"
"daphnia_abun",3479.5488,1280.0224,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","daphnia"
"daphnia_abun",1600.4832,722.8576,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","daphnia"
"daphnia_abun",1250.8896,686.4416,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","daphnia"
"daphnia_abun",1713.3728,1134.3584,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","daphnia"
"daphnia_abun",3290.1856,1808.0544,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","daphnia"
"daphnia_abun",2802.2112,2215.9136,"s49_01_06_22_2x_cl_data.csv","01/06/2022","x2",49,4,5,"yes","no","no","no","daphnia"
"alona",486.1536,271.2992,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","alona"
"scapholeberis",701.008,460.6624,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","scapholeberis"
"scapholeberis",810.256,511.6448,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","scapholeberis"
"scapholeberis",599.0432,318.64,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","scapholeberis"
"scapholeberis_abun",1473.0272,864.88,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","scapholeberis"
"scapholeberis_abun",1010.544,580.8352,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","scapholeberis"
"scapholeberis_abun",2849.552,1942.7936,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","scapholeberis"
"scapholeberis_abun",460.6624,300.432,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","scapholeberis"
"scapholeberis_abun",722.8576,639.1008,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","scapholeberis"
"scapholeberis_abun",675.5168,387.8304,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","scapholeberis"
"alona_abun",424.2464,249.4496,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","alona"
"alona_abun",435.1712,358.6976,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","alona"
"alona_abun",340.4896,169.3344,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","alona"
"alona_abun",449.7376,293.1488,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","alona"
"alona_abun",340.4896,253.0912,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","alona"
"alona_abun",1134.3584,256.7328,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","alona"
"alona_abun",293.1488,231.2416,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","alona"
"alona_abun",365.9808,242.1664,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","alona"
"alona_abun",355.056,300.432,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","alona"
"chydorus",467.9456,318.64,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","chydorus"
"chydorus",420.6048,325.9232,"s5_01_06_22_2x_cl_data.csv","01/06/2022","x2",5,1,12,"no","yes","yes","yes","chydorus"
"scapholeberis",722.8576,347.7728,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","scapholeberis"
"scapholeberis",832.1056,504.3616,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","scapholeberis"
"scapholeberis",890.3712,555.344,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","scapholeberis"
"scapholeberis",453.3792,205.7504,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","scapholeberis"
"scapholeberis",872.1632,584.4768,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","scapholeberis"
"scapholeberis",857.5968,599.0432,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","scapholeberis"
"scapholeberis",653.6672,420.6048,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","scapholeberis"
"scapholeberis",795.6896,486.1536,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","scapholeberis"
"scapholeberis_abun",930.4288,522.5696,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","scapholeberis"
"scapholeberis_abun",442.4544,318.64,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","scapholeberis"
"scapholeberis_abun",864.88,555.344,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","scapholeberis"
"scapholeberis_abun",894.0128,635.4592,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","scapholeberis"
"scapholeberis_abun",711.9328,431.5296,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","scapholeberis"
"scapholeberis_abun",2947.8752,748.3488,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","scapholeberis"
"scapholeberis_abun",890.3712,580.8352,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","scapholeberis"
"scapholeberis_abun",453.3792,314.9984,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","scapholeberis"
"scapholeberis_abun",715.5744,380.5472,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","scapholeberis"
"chydorus",398.7552,340.4896,"s51_01_06_22_2x_cl_data.csv","01/06/2022","x2",51,4,11,"yes","no","yes","yes","chydorus"
"scapholeberis",901.296,595.4016,"s52_01_06_22_2x_cl_data.csv","01/06/2022","x2",52,4,3,"yes","no","yes","no","scapholeberis"
"scapholeberis",518.928,311.3568,"s52_01_06_22_2x_cl_data.csv","01/06/2022","x2",52,4,3,"yes","no","yes","no","scapholeberis"
"scapholeberis",471.5872,253.0912,"s52_01_06_22_2x_cl_data.csv","01/06/2022","x2",52,4,3,"yes","no","yes","no","scapholeberis"
"scapholeberis",850.3136,595.4016,"s52_01_06_22_2x_cl_data.csv","01/06/2022","x2",52,4,3,"yes","no","yes","no","scapholeberis"
"scapholeberis",883.088,562.6272,"s52_01_06_22_2x_cl_data.csv","01/06/2022","x2",52,4,3,"yes","no","yes","no","scapholeberis"
"scapholeberis_abun",508.0032,282.224,"s52_01_06_22_2x_cl_data.csv","01/06/2022","x2",52,4,3,"yes","no","yes","no","scapholeberis"
"scapholeberis_abun",573.552,427.888,"s52_01_06_22_2x_cl_data.csv","01/06/2022","x2",52,4,3,"yes","no","yes","no","scapholeberis"
"scapholeberis_abun",650.0256,431.5296,"s52_01_06_22_2x_cl_data.csv","01/06/2022","x2",52,4,3,"yes","no","yes","no","scapholeberis"
"scapholeberis_abun",464.304,384.1888,"s52_01_06_22_2x_cl_data.csv","01/06/2022","x2",52,4,3,"yes","no","yes","no","scapholeberis"
"alona_abun",285.8656,209.392,"s52_01_06_22_2x_cl_data.csv","01/06/2022","x2",52,4,3,"yes","no","yes","no","alona"
"scapholeberis",923.1456,580.8352,"s53_01_06_22_2x_cl_data.csv","01/06/2022","x2",53,4,10,"yes","yes","yes","yes","scapholeberis"
"scapholeberis",919.504,620.8928,"s53_01_06_22_2x_cl_data.csv","01/06/2022","x2",53,4,10,"yes","yes","yes","yes","scapholeberis"
"scapholeberis_abun",573.552,351.4144,"s53_01_06_22_2x_cl_data.csv","01/06/2022","x2",53,4,10,"yes","yes","yes","yes","scapholeberis"
"scapholeberis_abun",457.0208,285.8656,"s53_01_06_22_2x_cl_data.csv","01/06/2022","x2",53,4,10,"yes","yes","yes","yes","scapholeberis"
"scapholeberis_abun",668.2336,376.9056,"s53_01_06_22_2x_cl_data.csv","01/06/2022","x2",53,4,10,"yes","yes","yes","yes","scapholeberis"
"alona_abun",446.096,322.2816,"s53_01_06_22_2x_cl_data.csv","01/06/2022","x2",53,4,10,"yes","yes","yes","yes","alona"
"alona_abun",402.3968,271.2992,"s53_01_06_22_2x_cl_data.csv","01/06/2022","x2",53,4,10,"yes","yes","yes","yes","alona"
"alona_abun",322.2816,242.1664,"s53_01_06_22_2x_cl_data.csv","01/06/2022","x2",53,4,10,"yes","yes","yes","yes","alona"
"alona_abun",358.6976,202.1088,"s53_01_06_22_2x_cl_data.csv","01/06/2022","x2",53,4,10,"yes","yes","yes","yes","alona"
"chydorus",391.472,333.2064,"s53_01_06_22_2x_cl_data.csv","01/06/2022","x2",53,4,10,"yes","yes","yes","yes","chydorus"
"chydorus_abun",588.1184,373.264,"s53_01_06_22_2x_cl_data.csv","01/06/2022","x2",53,4,10,"yes","yes","yes","yes","chydorus"
"scapholeberis",478.8704,202.1088,"s54_01_06_22_2x_cl_data.csv","01/06/2022","x2",54,4,13,"no","no","yes","yes","scapholeberis"
"scapholeberis",923.1456,639.1008,"s54_01_06_22_2x_cl_data.csv","01/06/2022","x2",54,4,13,"no","no","yes","yes","scapholeberis"
